embranchement,nom_vernaculaire,nom_scientifique,regions
Urochordé,Salpa fusiformis,Salpa fusiformis,"atlantique,mediterranee"
Urochordé,Salpe géante,Salpa maxima,mediterranee
Urochordé,Salpa thompsoni,Salpa thompsoni,mediterranee
Urochordé,Sidneioides d'Ibiza,Sidneioides ivicense,mediterranee
Urochordé,Soestia zonaria,Soestia zonaria,"atlantique,mediterranee"
Urochordé,Mirabelle de mer,Stolonica socialis,atlantique
Urochordé,Styela étoilé,Styela canopus,"atlantique,mediterranee"
Urochordé,Ascidie japonaise,Styela clava,"atlantique,mediterranee"
Urochordé,Ascidie plissée,Styela plicata,"atlantique,mediterranee"
Urochordé,Symplegma de Brakenhielm,Symplegma brakenhielmi,atlantique
Urochordé,Symplegma cerclé de rouge,Symplegma rubra,"atlantique,mediterranee"
Urochordé,Ascidie de Blochmann,Synoicum blochmanni,mediterranee
Urochordé,Synoicum incrustatum,Synoicum incrustatum,atlantique
Urochordé,Figue de mer,Synoicum pulmonaria,atlantique
Urochordé,Salpe démocratique,Thalia democratica,"atlantique,mediterranee"
Urochordé,Salpe Thétys,Thetys vagina,"atlantique,mediterranee"
Urochordé,Didemnide cire,Trididemnum cereum,"atlantique,mediterranee"
Urochordé,Trididemnum delesseriae,Trididemnum delesseriae,atlantique
Urochordé,Trididemnum inarmatum,Trididemnum inarmatum,mediterranee
Ver,Abarenicola pacifica,Abarenicola pacifica,mediterranee
Ver,Abyssoninoe hibernica,Abyssoninoe hibernica,atlantique
Ver,Acholoe squamosa,Acholoe squamosa,mediterranee
Ver,Acromegalomma lanigerum,Acromegalomma lanigerum,mediterranee
Ver,Mégalomma,Acromegalomma vesiculosum,"atlantique,mediterranee"
Ver,Aglaophamus agilis,Aglaophamus agilis,atlantique
Ver,Aglaophamus macroura,Aglaophamus macroura,atlantique
Ver,small snail leech,Alboglossiphonia heteroclita,
Ver,Alboglossiphonia hyalina,Alboglossiphonia hyalina,
Ver,Annélide gélatineux,Alentia gelatinosa,"atlantique,mediterranee"
Ver,Néréis commun,Alitta succinea,"atlantique,mediterranee"
Ver,Néréis verte,Alitta virens,atlantique
Ver,Green Worm,Allolobophora chlorotica,
Ver,Amaeana trilobata,Amaeana trilobata,
Ver,Amblyosyllis spectabilis,Amblyosyllis spectabilis,"atlantique,mediterranee"
Ver,Ampharete baltica,Ampharete baltica,atlantique
Ver,bristleworm,Ampharete falcata,
Ver,Ampharete finmarchica,Ampharete finmarchica,
Ver,Ampharete lindstroemi,Ampharete lindstroemi,atlantique
Ver,Ampharete octocirrata,Ampharete octocirrata,
Ver,Amphicteis gunneri,Amphicteis gunneri,atlantique
Ver,Amphicteis midas,Amphicteis midas,atlantique
Ver,Amphictene auricoma,Amphictene auricoma,mediterranee
Ver,Amphiduros fuscescens,Amphiduros fuscescens,"atlantique,mediterranee"
Ver,Amphiglena mediterranea,Amphiglena mediterranea,atlantique
Ver,Amphitrite rubra,Amphitrite rubra,mediterranee
Ver,Amphitritides gracilis,Amphitritides gracilis,atlantique
Ver,Amythasides macroglossus,Amythasides macroglossus,
Ver,Anobothrus gracilis,Anobothrus gracilis,
Ver,Aonides oxycephala,Aonides oxycephala,atlantique
Ver,Aonides paucibranchiata,Aonides paucibranchiata,atlantique
Ver,bristleworm,Aphelochaeta marioni,
Ver,Aphrodite épineuse,Aphrodita aculeata,"atlantique,mediterranee"
Ver,Apistobranchus tullbergi,Apistobranchus tullbergi,
Ver,Protule à boule,Apomatus similis,"atlantique,mediterranee"
Ver,Aponuphis bilineata,Aponuphis bilineata,atlantique
Ver,Grey Worm,Aporrectodea caliginosa,
Ver,Blackhead,Aporrectodea longa,
Ver,Lombric rose,Aporrectodea rosea,
Ver,Arabella ampulliformis,Arabella ampulliformis,atlantique
Ver,Arabella iricolor,Arabella iricolor,atlantique
Ver,Arénicole noire,Arenicola defodiens,atlantique
Ver,Arénicole,Arenicola marina,"atlantique,mediterranee"
Ver,Arenicolides branchialis,Arenicolides branchialis,atlantique
Ver,Aricidea (Acmira) catherinae,Aricidea catherinae,atlantique
Ver,Aricidea (Acmira) cerrutii,Aricidea cerrutii,
Ver,Aricidea fragilis,Aricidea fragilis,atlantique
Ver,Aricidea minuta,Aricidea minuta,
Ver,Aquatic Oligochaete Worm,Aulodrilus pluriseta,
Ver,Aurospio banyulensis,Aurospio banyulensis,
Ver,bloodworm,Baltidrilus costatus,
Ver,Bispira causioi,Bispira causioi,mediterranee
Ver,Bispira mariae,Bispira mariae,mediterranee
Ver,Bispira polyomma,Bispira polyomma,"atlantique,mediterranee"
Ver,Bispira spirobranchia,Bispira spirobranchia,atlantique
Ver,Bispira viola,Bispira viola,mediterranee
Ver,Bispire,Bispira volutacornis,"atlantique,mediterranee"
Ver,Boccardia polybranchia,Boccardia polybranchia,atlantique
Ver,Boccardia proboscidea,Boccardia proboscidea,atlantique
Ver,Bonellie verte,Bonellia viridis,"atlantique,mediterranee"
Ver,Branchiomma bairdi,Branchiomma bairdi,mediterranee
Ver,Petite sabelle de roche,Branchiomma bombyx,"atlantique,mediterranee"
Ver,Branchiomma luctuosum,Branchiomma luctuosum,mediterranee
Ver,Branchiomma moebii,Branchiomma moebii,mediterranee
Ver,Brania pusilla,Brania pusilla,atlantique
Ver,Bylgides sarsi,Bylgides sarsi,
Ver,Capitella capitata,Capitella capitata,atlantique
Ver,Caulleriella alata,Caulleriella alata,atlantique
Ver,Caulleriella bioculata,Caulleriella bioculata,atlantique
Ver,Caulleriella viridis,Caulleriella viridis,atlantique
Ver,Ceratocephale loveni,Ceratocephale loveni,
Ver,Grand chétoptère,Chaetopterus variopedatus,"atlantique,mediterranee"
Ver,Chaetozone christiei,Chaetozone christiei,
Ver,Chaetozone corona,Chaetozone corona,atlantique
Ver,Chaetozone gibber,Chaetozone gibber,atlantique
Ver,Chaetozone setosa,Chaetozone setosa,
Ver,Chaetozone zetlandica,Chaetozone zetlandica,atlantique
Ver,Chirimia biceps,Chirimia biceps,
Ver,Chloë mignonne,Chloeia venusta,mediterranee
Ver,Chone duneri,Chone duneri,
Ver,Chone filicaudata,Chone filicaudata,
Ver,Circeis spirillum,Circeis spirillum,atlantique
Ver,Cirratulus cirratus,Cirratulus cirratus,atlantique
Ver,Ver aux fils rouges,Cirriformia tentaculata,"atlantique,mediterranee"
Ver,Clymenura borealis,Clymenura borealis,
Ver,Cossura longocirrata,Cossura longocirrata,
Ver,Dasybranchus caducus,Dasybranchus caducus,atlantique
Ver,Octagonal-Tail Worm,Dendrobaena octaedra,
Ver,Aquatic Oligochaete Worm,Dero digitata,
Ver,Diopatra biscayensis,Diopatra biscayensis,atlantique
Ver,Diopatra cuprea,Diopatra cuprea,atlantique
Ver,Ver de Naples irisé,Diopatra neapolitana,"atlantique,mediterranee"
Ver,Diplocirrus glaucus,Diplocirrus glaucus,atlantique
Ver,Dipolydora caulleryi,Dipolydora caulleryi,
Ver,Dipolydora coeca,Dipolydora coeca,atlantique
Ver,Dipolydora flava,Dipolydora flava,
Ver,Pointe d'alène,Ditrupa arietina,mediterranee
Ver,Dorvillea rubrovittata,Dorvillea rubrovittata,"atlantique,mediterranee"
Ver,Drilonereis filum,Drilonereis filum,
Ver,Eclysippe vanelli,Eclysippe vanelli,
Ver,Ver à queue carrée,Eiseniella tetraedra,
Ver,Ephesiella abyssorum,Ephesiella abyssorum,atlantique
Ver,Erpobdella nigricollis,Erpobdella nigricollis,
Ver,eight-eyed leech,Erpobdella octoculata,
Ver,Erpobdella testacea,Erpobdella testacea,
Ver,Eteone flava,Eteone flava,
Ver,étéone,Eteone longa,atlantique
Ver,Euchone rosea,Euchone rosea,atlantique
Ver,Euclymene droebachiensis,Euclymene droebachiensis,atlantique
Ver,Euclymène lombric,Euclymene lombricoides,atlantique
Ver,Euclymene oerstedii,Euclymene oerstedii,atlantique
Ver,Eulalie,Eulalia clavigera,"atlantique,mediterranee"
Ver,Eulalia mustela,Eulalia mustela,atlantique
Ver,Eulalia ornata,Eulalia ornata,atlantique
Ver,Eulalia viridis,Eulalia viridis,atlantique
Ver,Eulalia xanthomucosa,Eulalia xanthomucosa,atlantique
Ver,Eumida bahusiensis,Eumida bahusiensis,
Ver,Eumida mackiei,Eumida mackiei,atlantique
Ver,Eumida sanguinea,Eumida sanguinea,atlantique
Ver,néreis,Eunereis longissima,
Ver,Ver géant de Méditerranée,Eunice roussaei,mediterranee
Ver,Eunice vittata,Eunice vittata,"atlantique,mediterranee"
Ver,Eunoe nodosa,Eunoe nodosa,atlantique
Ver,Euphrosine foliosa,Euphrosine foliosa,"atlantique,mediterranee"
Ver,Eupolymnia heterobranchia,Eupolymnia heterobranchia,atlantique
Ver,Polymnie nébuleuse,Eupolymnia nebulosa,"atlantique,mediterranee"
Ver,Eupolymnia nesidensis,Eupolymnia nesidensis,atlantique
Ver,Eurysyllis tuberculata,Eurysyllis tuberculata,atlantique
Ver,Ver de feu orange,Eurythoe complanata,mediterranee
Ver,Exogone naidina,Exogone naidina,mediterranee
Ver,Exogone verugera,Exogone verugera,atlantique
Ver,Fabricia stellaris,Fabricia stellaris,atlantique
Ver,Cascail,Ficopomatus enigmaticus,"atlantique,mediterranee"
Ver,Filograna tricoté,Filograna implexa,"atlantique,mediterranee"
Ver,Salmacine,Filogranella elatensis,mediterranee
Ver,Fimbriosthenelais zetlandica,Fimbriosthenelais zetlandica,atlantique
Ver,Ver de l'hiver,Flabelligera affinis,"atlantique,mediterranee"
Ver,Flabelligera diplochaitus,Flabelligera diplochaitus,mediterranee
Ver,Galathowenia oculata,Galathowenia oculata,atlantique
Ver,Gattyana cirrhosa,Gattyana cirrhosa,atlantique
Ver,Great snail-leech,Glossiphonia complanata,
Ver,Glycera alba,Glycera alba,atlantique
Ver,Glycera americana,Glycera americana,atlantique
Ver,Glycera dibranchiata,Glycera dibranchiata,atlantique
Ver,Glycera fallax,Glycera fallax,atlantique
Ver,Glycera lapidum,Glycera lapidum,atlantique
Ver,Glycera tridactyla,Glycera tridactyla,"atlantique,mediterranee"
Ver,Glycera unicornis,Glycera unicornis,atlantique
Ver,Glycinde nordmanni,Glycinde nordmanni,atlantique
Ver,Goniada maculata,Goniada maculata,atlantique
Ver,Gyptis propinqua,Gyptis propinqua,atlantique
Ver,Sangsue noire,Haemopis sanguisuga,"atlantique,mediterranee"
Ver,Halla parthenopeia,Halla parthenopeia,mediterranee
Ver,Harmothoe areolata,Harmothoe areolata,"atlantique,mediterranee"
Ver,Harmothoe clavigera,Harmothoe clavigera,atlantique
Ver,Harmothoe extenuata,Harmothoe extenuata,"atlantique,mediterranee"
Ver,Harmothoe fragilis,Harmothoe fragilis,atlantique
Ver,Ver à quinze écailles,Harmothoe imbricata,"atlantique,mediterranee"
Ver,Harmothoe impar,Harmothoe impar,atlantique
Ver,Harmothoe spinifera,Harmothoe spinifera,atlantique
Ver,Gravette,Hediste diversicolor,"atlantique,mediterranee"
Ver,Helobdelle des étangs,Helobdella stagnalis,
Ver,Clepsine marginée,Hemiclepsis marginata,
Ver,Ver de feu,Hermodice carunculata,mediterranee
Ver,Hesione sicula,Hesione sicula,"atlantique,mediterranee"
Ver,Ver léopard,Hesione splendida,mediterranee
Ver,Heteromastus filiformis,Heteromastus filiformis,atlantique
Ver,Hilbigneris gracilis,Hilbigneris gracilis,atlantique
Ver,European blood-sucking leech,Hirudo medicinalis,
Ver,Hyalinoecia tubicola,Hyalinoecia tubicola,atlantique
Ver,Hydroïde d'Ezo,Hydroides ezoensis,mediterranee
Ver,Hydroides norvegica,Hydroides norvegica,atlantique
Ver,Hypereteone foliosa,Hypereteone foliosa,atlantique
Ver,Hypsicomus stichophthalmos,Hypsicomus stichophthalmos,mediterranee
Ver,Spirorbe de Pagenstecher,Janua heterostropha,"atlantique,mediterranee"
Ver,Jasmineira caudata,Jasmineira caudata,
Ver,Johnstonia clymenoides,Johnstonia clymenoides,atlantique
Ver,Labioleanira yhleni,Labioleanira yhleni,atlantique
Ver,Laetmonice hystrix,Laetmonice hystrix,mediterranee
Ver,Lagis koreni,Lagis koreni,atlantique
Ver,Petit palmier,Lanice conchilega,"atlantique,mediterranee"
Ver,Laonice bahusiensis,Laonice bahusiensis,
Ver,Laonice cirrata,Laonice cirrata,atlantique
Ver,Laonice irinae,Laonice irinae,atlantique
Ver,Laonice sarsi,Laonice sarsi,
Ver,Leiochone leiopygos,Leiochone leiopygos,atlantique
Ver,Leocrates claparedii,Leocrates claparedii,mediterranee
Ver,Leodice harassii,Leodice harassii,"atlantique,mediterranee"
Ver,Ver rouge à collier,Leodice torquata,"atlantique,mediterranee"
Ver,Lepidasthenia elegans,Lepidasthenia elegans,mediterranee
Ver,Lepidonotus clava,Lepidonotus clava,"atlantique,mediterranee"
Ver,Ver à douze écailles,Lepidonotus squamatus,atlantique
Ver,Levinsenia gracilis,Levinsenia gracilis,
Ver,Aquatic Oligochaete Worm,Limnodrilus claparedianus,
Ver,Limnodrilus gotoi,Limnodrilus gotoi,
Ver,Aquatic Oligochaete Worm,Limnodrilus hoffmeisteri,
Ver,Loimia medusa,Loimia medusa,atlantique
Ver,Ver fragile,Lumbriculus variegatus,
Ver,Chestnut Worm,Lumbricus castaneus,
Ver,Dung worm,Lumbricus rubellus,
Ver,Angleworm,Lumbricus terrestris,
Ver,Lumbrineris cingulata,Lumbrineris cingulata,atlantique
Ver,Lumbrineris coccinea,Lumbrineris coccinea,atlantique
Ver,Lumbrineris latreilli,Lumbrineris latreilli,atlantique
Ver,Lumbrineris lusitanica,Lumbrineris lusitanica,atlantique
Ver,Lysidice ninetta,Lysidice ninetta,atlantique
Ver,Lysidice unicornis,Lysidice unicornis,atlantique
Ver,Macrochaeta clavicornis,Macrochaeta clavicornis,
Ver,Maea mirabilis,Maea mirabilis,atlantique
Ver,Magelona alleni,Magelona alleni,atlantique
Ver,Magelona filiformis,Magelona filiformis,atlantique
Ver,magélone,Magelona johnstoni,atlantique
Ver,Magelona minuta,Magelona minuta,atlantique
Ver,bristleworm,Magelona mirabilis,
Ver,Magelona wilsoni,Magelona wilsoni,atlantique
Ver,Malacoceros fuliginosus,Malacoceros fuliginosus,atlantique
Ver,Maldane glebifex,Maldane glebifex,atlantique
Ver,bambooworm,Maldane sarsi,
Ver,Malmgrenia andreapolis,Malmgrenia andreapolis,atlantique
Ver,Malmgrenia arenicolae,Malmgrenia arenicolae,atlantique
Ver,Polychète du spatangue,Malmgrenia castanea,mediterranee
Ver,Malmgrenia ljungmani,Malmgrenia ljungmani,atlantique
Ver,Malmgrenia lunulata,Malmgrenia lunulata,atlantique
Ver,Marenzelleria neglecta,Marenzelleria neglecta,
Ver,Mouron,Marphysa sanguinea,"atlantique,mediterranee"
Ver,Maxmuelleria lankesteri,Maxmuelleria lankesteri,atlantique
Ver,Mediomastus fragilis,Mediomastus fragilis,atlantique
Ver,Melinna cristata,Melinna cristata,
Ver,Melinna elisabethae,Melinna elisabethae,
Ver,Melinna palmata,Melinna palmata,atlantique
Ver,Chétoptère-bélier,Mesochaetopterus rogeri,"atlantique,mediterranee"
Ver,Mesonerilla intermedia,Mesonerilla intermedia,mediterranee
Ver,Micromaldane ornithochaeta,Micromaldane ornithochaeta,atlantique
Ver,Microspio mecznikowiana,Microspio mecznikowiana,atlantique
Ver,Myrianide à bandes,Myrianida pinnigera,"atlantique,mediterranee"
Ver,Myrianida prolifera,Myrianida prolifera,atlantique
Ver,Myriochele danielsseni,Myriochele danielsseni,
Ver,Myriochele heeri,Myriochele heeri,
Ver,Mysta picta,Mysta picta,atlantique
Ver,Petit ver myxicole,Myxicola aesthetica,"atlantique,mediterranee"
Ver,Sabelle de vase,Myxicola infundibulum,"atlantique,mediterranee"
Ver,Myxicola polychroma,Myxicola polychroma,atlantique
Ver,Aquatic Oligochaete Worm,Nais elinguis,
Ver,Neanthes fucata,Neanthes fucata,atlantique
Ver,Neanthes nubila,Neanthes nubila,atlantique
Ver,Térébelle de Johnston,Neoamphitrite figulus,atlantique
Ver,Neoleanira tetragona,Neoleanira tetragona,
Ver,Nephtys assimilis,Nephtys assimilis,atlantique
Ver,Néréis pâle,Nephtys caeca,atlantique
Ver,Nephtys ciliata,Nephtys ciliata,
Ver,Nephtys cirrosa,Nephtys cirrosa,atlantique
Ver,Nephtys hombergii,Nephtys hombergii,atlantique
Ver,Nephtys hystricis,Nephtys hystricis,atlantique
Ver,Nephtys incisa,Nephtys incisa,
Ver,Nephtys kersivalensis,Nephtys kersivalensis,atlantique
Ver,Nephtys longosetosa,Nephtys longosetosa,atlantique
Ver,Nephtys paradoxa,Nephtys paradoxa,
Ver,Nereimyra punctata,Nereimyra punctata,atlantique
Ver,Néréiphylle de Paretto,Nereiphylla paretti,"atlantique,mediterranee"
Ver,Polychète jaune à deux lignes noires,Nereiphylla rubiginosa,atlantique
Ver,Néréis pélagique,Nereis pelagica,mediterranee
Ver,Nereis vexillosa,Nereis vexillosa,atlantique
Ver,Nicolea venustula,Nicolea venustula,atlantique
Ver,Nothria britannica,Nothria britannica,atlantique
Ver,Nothria conchylega,Nothria conchylega,
Ver,Nothria hyperborea,Nothria hyperborea,atlantique
Ver,Notocirrus scoticus,Notocirrus scoticus,atlantique
Ver,Notomastus exsertilis,Notomastus exsertilis,atlantique
Ver,Notomastus latericeus,Notomastus latericeus,atlantique
Ver,White Worm,Octolasion lacteum,
Ver,Odontosyllis ctenostoma,Odontosyllis ctenostoma,atlantique
Ver,Odontosyllis gibba,Odontosyllis gibba,"atlantique,mediterranee"
Ver,Ophelia bicornis,Ophelia bicornis,atlantique
Ver,Ophelia borealis,Ophelia borealis,atlantique
Ver,Ophelina acuminata,Ophelina acuminata,atlantique
Ver,Ophelina cylindricaudata,Ophelina cylindricaudata,
Ver,Ophelina modesta,Ophelina modesta,
Ver,Aquatic Oligochaete Worm,Ophidonais serpentina,
Ver,Ophryotrocha hartmanni,Ophryotrocha hartmanni,
Ver,Orbinia latreillii,Orbinia latreillii,atlantique
Ver,Owenia borealis,Owenia borealis,
Ver,Owenia fusiforme,Owenia fusiformis,"atlantique,mediterranee"
Ver,Ophiodromus flexueux,Oxydromus flexuosus,"atlantique,mediterranee"
Ver,Oxydromus vittatus,Oxydromus vittatus,
Ver,Paradexiospira vitrea,Paradexiospira vitrea,atlantique
Ver,Paradiopatra fiordica,Paradiopatra fiordica,
Ver,Paradiopatra quadricuspis,Paradiopatra quadricuspis,
Ver,Paradoneis armata,Paradoneis armata,atlantique
Ver,Paradoneis lyra,Paradoneis lyra,atlantique
Ver,Paramphinome jeffreysii,Paramphinome jeffreysii,
Ver,Paramphitrite birulai,Paramphitrite birulai,
Ver,Paranaitis kosteriensis,Paranaitis kosteriensis,atlantique
Ver,Parapionosyllis minuta,Parapionosyllis minuta,atlantique
Ver,Parasabella langerhansi,Parasabella langerhansi,atlantique
Ver,Paraspio decorata,Paraspio decorata,
Ver,Parexogone hebes,Parexogone hebes,
Ver,Paucibranchia bellii,Paucibranchia bellii,atlantique
Ver,Paucibranchia totospinata,Paucibranchia totospinata,atlantique
Ver,Pectinaria belgica,Pectinaria belgica,atlantique
Ver,Perinereis aibuhitensis,Perinereis aibuhitensis,mediterranee
Ver,Perinereis cultrifera,Perinereis cultrifera,atlantique
Ver,Perinereis marionii,Perinereis marionii,atlantique
Ver,Petaloproctus terricolus,Petaloproctus terricolus,atlantique
Ver,Pherusa monilifera,Pherusa monilifera,atlantique
Ver,Pherusa plumosa,Pherusa plumosa,atlantique
Ver,Pholoe assimilis,Pholoe assimilis,
Ver,Pholoe baltica,Pholoe baltica,atlantique
Ver,Pholoe inornata,Pholoe inornata,atlantique
Ver,Pholoe pallida,Pholoe pallida,
Ver,Phragmatopoma californica,Phragmatopoma californica,
Ver,Phyllochaetopterus socialis,Phyllochaetopterus socialis,mediterranee
Ver,Phyllodoce groenlandica,Phyllodoce groenlandica,atlantique
Ver,Phyllodoce lamelligera,Phyllodoce lamelligera,atlantique
Ver,Phyllodoce laminosa,Phyllodoce laminosa,atlantique
Ver,Phyllodoce longipes,Phyllodoce longipes,atlantique
